name,cuisine,location,rating,num_of_rating,price_for_two,url
The Chaap Factory,"Opens next at 1:30 pm, todayNorth Indian, Snacks","Laxmi Nagar, Laxmi Nagar",3.5,100+ ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
High On Shakes,Indian,"south moti Bagh, South Moti Bagh",3.5,20+ ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Punjabi Tadka,"North Indian, Chinese","West Guru Angad Nagar, Mangal Bazar",3.4,1K+ ratings,₹ 250,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
French-The Oven cake story,Bakery,"Laxmi Nagar, Laxmi Nagar",3.4,20+ ratings,₹ 100,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Pure Veg Meals by Lunchbox,"North Indian, Desserts","Near Metro Station, Shakarpur Khas",3.5,20+ ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
U Like,North Indian,"Paharganj, Paharganj",3.4,20+ ratings,₹ 250,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Gupta Foods,"North Indian, Chinese","Middle circle, Connaught Place",3.4,20+ ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Mehfil Biryani by Zakir Khan,"Biryani, Mughlai","Kirti Nagar, Kirti Nagar",3.3,20+ ratings,₹ 350,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
PRINCE  POINT,"Indian, Chinese","Laxmi Nagar, Krishna Nagar",3.3,20+ ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Prince Cafe,"Fast Food, South Indian","Krishna nagar, Krishna Nagar",3.3,50+ ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Guruh Cakes,"Bakery, Desserts","South Extension, South Extension Ii",3.4,50+ ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Moti Mahal Delux Legendary Culinary,"Mughlai, North Indian","South Extension II, South Extension Ii",3.3,20+ ratings,₹ 1200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
GARHWAL MAHAK CHINESE FOOD,North Indian,"South Extension, Ina Colony",3.3,20+ ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Bhola dhaba,"Opens next at 4 pm, todayFast Food, North Indian","Guru Nanak Market, Hospital Rd, Bhogal, Jangpura, Lajpat Nagar",3.3,20+ ratings,₹ 100,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
grill out tandoor and fast food,"Tandoor, Chinese","SHAKARPUR, SHAKARPUR",3.3,20+ ratings,₹ 350,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Ram ji Samose wala,Snacks,"Laxmi Nagar, Shakarpur Khas",3.3,100+ ratings,₹ 150,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
CHAUBARA,"Continental, Italian","Connaught Place, Connaught Place",3.3,20+ ratings,₹ 250,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
BHALLA SINGH,Chaat,"Lajpat Nagar, Lajpat Nagar",3.2,20+ ratings,₹ 150,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Delhi Darbar,"North Indian, Chinese","Gole Market, Mandi House",3.5,500+ ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Feed Me More,"North Indian, Chinese","Laxmi Nagar, Laxmi Nagar",3.4,20+ ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Chawla Refreshment,"Beverages, Ice Cream","MAIN ROAD GEETA COLONY EAST DELHI
, Krishna Nagar",3.4,20+ ratings,₹ 150,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
The Chinese Hut,"Chinese, Snacks","Laxmi Nagar, Laxmi Nagar",3.4,20+ ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Punjabi Tadka,"North Indian, Chinese","West Guru Angad Nagar, Mangal Bazar",3.4,1K+ ratings,₹ 250,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
French-The Oven cake story,Bakery,"Laxmi Nagar, Laxmi Nagar",3.4,20+ ratings,₹ 100,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Pure Veg Meals by Lunchbox,"North Indian, Desserts","Near Metro Station, Shakarpur Khas",3.5,20+ ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
U Like,North Indian,"Paharganj, Paharganj",3.4,20+ ratings,₹ 250,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Gupta Foods,"North Indian, Chinese","Middle circle, Connaught Place",3.4,20+ ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Mehfil Biryani by Zakir Khan,"Biryani, Mughlai","Kirti Nagar, Kirti Nagar",3.3,20+ ratings,₹ 350,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
PRINCE  POINT,"Indian, Chinese","Laxmi Nagar, Krishna Nagar",3.3,20+ ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Prince Cafe,"Fast Food, South Indian","Krishna nagar, Krishna Nagar",3.3,50+ ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Guruh Cakes,"Bakery, Desserts","South Extension, South Extension Ii",3.4,50+ ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Moti Mahal Delux Legendary Culinary,"Mughlai, North Indian","South Extension II, South Extension Ii",3.3,20+ ratings,₹ 1200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
GARHWAL MAHAK CHINESE FOOD,North Indian,"South Extension, Ina Colony",3.3,20+ ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Bhola dhaba,"Opens next at 4 pm, todayFast Food, North Indian","Guru Nanak Market, Hospital Rd, Bhogal, Jangpura, Lajpat Nagar",3.3,20+ ratings,₹ 100,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
grill out tandoor and fast food,"Tandoor, Chinese","SHAKARPUR, SHAKARPUR",3.3,20+ ratings,₹ 350,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Ram ji Samose wala,Snacks,"Laxmi Nagar, Shakarpur Khas",3.3,100+ ratings,₹ 150,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
CHAUBARA,"Continental, Italian","Connaught Place, Connaught Place",3.3,20+ ratings,₹ 250,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
BHALLA SINGH,Chaat,"Lajpat Nagar, Lajpat Nagar",3.2,20+ ratings,₹ 150,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Captain Sam's Pizza,"Opens next at 11:45 am, tomorrowPizzas, Desserts","Rajouri Garden, Kirti Nagar",3.2,100+ ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Om Sai Om Bhel Puri Sev Puri,Fast Food,"NEAR MILAN CINEMA, Karam Pura",3.2,20+ ratings,₹ 150,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Kulcha Junction,"North Indian, Chinese","Nehru Nagar, Lajpat Nagar",3.2,20+ ratings,₹ 250,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Parantha Wala,"North Indian, Beverages","Lajpat Nagar, Lajpat Nagar",3.2,20+ ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Tandoori Tadka,"North Indian, Chinese","Defence Enclave, Swasthya Vihar",3.3,50+ ratings,₹ 250,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
BIHAR DHABA,North Indian,"Mayur Vihar, Patparganj",3.3,20+ ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
HIRA SWEET LAL QUARTER,"Sweets, Snacks","Laxmi Nagar, Laxmi Nagar",3.1,20+ ratings,₹ 250,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Bewafa Biryani Wala,"Chinese, North Indian","Mayur Vihar, Vinod Nagar North",3.1,20+ ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Bikaner sweets,"Desserts, Fast Food","Laxmi Nagar, Geeta Colony",2.9,50+ ratings,₹ 430,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Dah,Desserts,"Defence Colony, Defence Colony",3.0,20+ ratings,₹ 400,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Gulati's Kitchen,"North Indian, Snacks","Connaught Place, Connaught Place",3.0,20+ ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
SPICES OF SOUTH,"Fast Food, South Indian","Laxmi Nagar, Krishna Nagar",2.9,50+ ratings,₹ 150,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Aamantrit,"Opens next at 5 pm, todayNorth Indian, Indian","Vijay chowk, Krishna nagar, Vijay chowk, Krishna nagar,",--,Too Few Ratings,₹ 250,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Te Amo,"Opens next at 12 noon, tomorrowBeverages, Continental","South Extension, Andrews Ganj",--,Too Few Ratings,₹ 1500,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Pihu Pizza Point,Pizzas,"Laxmi Nagar, Laxmi Nagar",--,Too Few Ratings,₹ 100,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
The Pizza Bite Cafe,"Pizzas, American","Krishna Nagar, Laxmi Nagar",--,Too Few Ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Zaika point,"Pizzas, Chinese","Dilshad Gardens, Dilshad Gardens",--,Too Few Ratings,₹ 250,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
THE DESI ZAIKA,"Opens next at 1:18 pm, todayPizzas, Burgers","Dilshad Gardens, Dilshad Gardens",--,Too Few Ratings,₹ 250,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
HOME BYTE,"Fast Food, North Indian","Laxmi Nagar, Krishna Nagar",--,Too Few Ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
The Times of Roll,"Opens next at 5 pm, todaySnacks","Laxmi Nagar, Laxmi Nagar",--,Too Few Ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Big Fat Rollz,"Street Food, Fast Food","Dwarka Mor, Kirti Nagar Industrial Area, Kirti Nagar",--,Too Few Ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Kadak Singh,"Opens next at 2:30 pm, todayNorth Indian, Chinese","South Extension, South Extension",--,Too Few Ratings,₹ 400,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
VISHNU PIZZA POINT,Indian,"Laxmi Nagar, Laxmi Nagar",--,Too Few Ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Shree Shyam Frozen Desserts,Ice Cream,"Laxmi Nagar, Laxmi Nagar",--,Too Few Ratings,₹ 198,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Purvis Kitchen,South Indian,"South Extension, South Extension",--,Too Few Ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Mother India,"Opens next at 2:30 pm, todayChinese, Indian","South Extension, South Extension",--,Too Few Ratings,₹ 350,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Rock N' Roll Restro,"Italian-American, Chinese","Laxmi Nagar, Laxmi Nagar",--,Too Few Ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Yaara Da Adda,"Chinese, Indian","Laxmi Nagar, Krishna Nagar",--,Too Few Ratings,₹ 250,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Aahaaa,"Chinese, North Indian","Laxmi Nagar, Geeta Colony",--,Too Few Ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
The Cake Couture,Bakery,"South Extension, South Extension",--,Too Few Ratings,₹ 350,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Fuel Juice Bar,"Juices, Beverages","HAUZ KHAS, south-extension Part 2",--,Too Few Ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Butter chicken babe,"North Indian, Biryani","Lajpat Nagar, Lajpat Nagar",--,Too Few Ratings,₹ 500,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
GURU JI RASOI,"North Indian, Chinese","Laxmi Nagar, Laxmi Nagar",--,Too Few Ratings,₹ 150,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Eis & Bites,"Fast Food, Indian","Laxmi Nagar, Laxmi Nagar",--,Too Few Ratings,₹ 400,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Pizza Never Lies,"Pizzas, Desserts","South Campus, South Campus",--,Too Few Ratings,₹ 350,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
DESI DIVINE,North Indian,"Laxmi Nagar, Krishna Nagar",--,Too Few Ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
HOME BYTE,"Fast Food, North Indian","Laxmi Nagar, Krishna Nagar",--,Too Few Ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Aamantrit,"Opens next at 5 pm, todayNorth Indian, Indian","Vijay chowk, Krishna nagar, Vijay chowk, Krishna nagar,",--,Too Few Ratings,₹ 250,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
The Times of Roll,"Opens next at 5 pm, todaySnacks","Laxmi Nagar, Laxmi Nagar",--,Too Few Ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
The Pizza Bite Cafe,"Pizzas, American","Krishna Nagar, Laxmi Nagar",--,Too Few Ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Dalgrak,Korean,"Lajpat Nagar, Lajpat Nagar",--,Too Few Ratings,₹ 700,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Frozen Pizza Hub,Indian,"RAJGARH COLONY, GANDHI NAGAR, Shahdara",--,Too Few Ratings,₹ 400,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Pihu Pizza Point,Pizzas,"Laxmi Nagar, Laxmi Nagar",--,Too Few Ratings,₹ 100,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
DELHI ZAIKA,Indian,"Laxmi Nagar, Krishna Nagar",--,Too Few Ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Purvis Kitchen,South Indian,"South Extension, South Extension",--,Too Few Ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Mother India,"Opens next at 2:30 pm, todayChinese, Indian","South Extension, South Extension",--,Too Few Ratings,₹ 350,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Rock N' Roll Restro,"Italian-American, Chinese","Laxmi Nagar, Laxmi Nagar",--,Too Few Ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Yaara Da Adda,"Chinese, Indian","Laxmi Nagar, Krishna Nagar",--,Too Few Ratings,₹ 250,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Shah Ji Kulcha,"Snacks, Tandoor","Krishna Nagar, Krishna Nagar",--,Too Few Ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
THE EATERIA,Indian,"South Extension, South Extension",--,Too Few Ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
MAHAK VADA PAV,"Street Food, Snacks","Laxmi Nagar, Laxmi Nagar",--,Too Few Ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
JACK IN THE BOX,"Street Food, Snacks","Laxmi Nagar, Laxmi Nagar",--,Too Few Ratings,₹ 250,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
TKs Oriental Grill - Hyatt regency,Japanese,"R.K Puram, Rama Krishna Puram",--,Too Few Ratings,₹ 600,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Cafe - Hyatt Regency,"Indian, American","R.K Puram, Rama Krishna Puram",--,Too Few Ratings,₹ 600,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
The China Kitchen - Hyatt Regency,Chinese,"R.K Puram, South Campus",--,Too Few Ratings,₹ 600,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
MAMA JI BURGER,"Opens next at 4 pm, todayContinental","Laxmi Nagar, Shahdara",--,Too Few Ratings,₹ 150,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Sidewalk - Hyatt Regency,"Bakery, Desserts","R.K Puram, Rama Krishna Puram",--,Too Few Ratings,₹ 600,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
La Piazza - Hyatt regency Delhi,Italian,"R.K Puram, Rama Krishna Puram",--,Too Few Ratings,₹ 600,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
RIGHT CHOICE FOOD HUB,"Opens next at 0:05 am, tomorrowNorth Indian","Shahdara, Laxmi Nagar",--,Too Few Ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
PIND KANEDA,"Indian, Chinese","South Campus, South Campus",--,Too Few Ratings,₹ 350,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
RAJA BHOJ & CO.,"Indian, Fast Food","South Campus, South Campus",--,Too Few Ratings,₹ 350,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
LAALE DI CHAAP,"Indian, Fast Food","South Campus, South Campus",--,Too Few Ratings,₹ 350,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
ROZI ROTI,"Indian, Beverages","South Campus, South Campus",--,Too Few Ratings,₹ 350,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
CHICKEN KHURANA,"North Indian, Beverages","South Campus, South Campus",--,Too Few Ratings,₹ 350,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
The Cake Store,Bakery,"Laxmi Nagar, Laxmi Nagar",--,Too Few Ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
MEATBAAZ.COM,"Chicken, Mutton","Greater Kailash 2, Lajpat Nagar",--,Too Few Ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
EXCELLENT DUMPLING HOUSE,Indian,"South Campus, South Campus",--,Too Few Ratings,₹ 350,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
OYE CHOTU,"Indian, Chinese","South Campus, South Campus",--,Too Few Ratings,₹ 350,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
DOU CHI,"Chinese, North Indian","South Campus, South Campus",--,Too Few Ratings,₹ 350,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
BALLU BAWARCHI,"Indian, Fast Food","South Campus, South Campus",--,Too Few Ratings,₹ 350,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Let's Wok,"Chinese, Desserts","South Campus, South Campus",--,Too Few Ratings,₹ 350,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Butter chicken babe,"North Indian, Biryani","Lajpat Nagar, Lajpat Nagar",--,Too Few Ratings,₹ 500,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
SHANGHAI CHILLIES,"Chinese, Snacks","South Campus, South Campus",--,Too Few Ratings,₹ 350,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
THE 3 STOREY MULTICUISINE RESTAURANT,Indian,"KRISHNA NAGAR, Laxmi Nagar",--,Too Few Ratings,₹ 400,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
KHANNA JUICE CORNER,"Beverages, Ice Cream","Krishna Nagar, Krishna Nagar",--,Too Few Ratings,₹ 150,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
El Bueno Coffee Roasters,Beverages,"Kirti Nagar, Kirti Nagar",--,Too Few Ratings,₹ 500,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
BHUKHA SHER,"North Indian, Kebabs","South Campus, South Campus",--,Too Few Ratings,₹ 350,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Dana Paani,"Indian, Fast Food","South Campus, South Campus",--,Too Few Ratings,₹ 350,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Shama Chicken Biryan,"Biryani, North Indian","Kirti Nagar, Kirti Nagar",--,Too Few Ratings,₹ 400,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
DILLI MERI JAAN,"Biryani, Desserts","South Campus, South Campus",--,Too Few Ratings,₹ 350,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Asha Nani Thali,"Opens next at 3:30 pm, todayThalis, North Indian","South Extension, South Extension",--,Too Few Ratings,₹ 150,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
DELHI ZAIKA,Indian,"Laxmi Nagar, Krishna Nagar",--,Too Few Ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
PRINCE FAST FOOD,Indian,"Laxmi Nagar, Krishna Nagar",--,Too Few Ratings,₹ 400,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
KAHI SE BHI,"Punjabi, Bengali","South Campus, South Campus",--,Too Few Ratings,₹ 350,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Pizza Never Lies,"Pizzas, Desserts","South Campus, South Campus",--,Too Few Ratings,₹ 350,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
ROTI AUR BOTI XPRESS,"Beverages, Biryani","South Campus, South Campus",--,Too Few Ratings,₹ 350,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Punjabi By Nature,Indian,"Kirti Nagar Industrial Area, Kirti Nagar",--,Too Few Ratings,₹ 1300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
RAJASTHANI ICE CREAM & PAW BHAJI,"Ice Cream, Desserts","Laxmi Nagar, Laxmi Nagar",--,Too Few Ratings,₹ 350,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
The Cheesy Story,"Fast Food, Beverages","Lajpat Nagar, Lajpat Nagar",--,Too Few Ratings,₹ 350,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
MONK,"Opens next at 1:30 pm, todayThai, Pan-Asian","Lajpat Nagar, Lajpat Nagar",--,Too Few Ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Mahendra sudh khana,"North Indian, Beverages","Lajpat Nagar, Lajpat Nagar",--,Too Few Ratings,₹ 250,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
murgh da dera,"Indian, North Indian","Lajpat Nagar, Lajpat Nagar",--,Too Few Ratings,₹ 250,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
HOUSE OF AWADH,"Biryani, North Indian","Lajpat Nagar, Lajpat Nagar",--,Too Few Ratings,₹ 600,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
New York Waffles & Dinges,"Waffle, Beverages","South Extension, South Extension",--,Too Few Ratings,₹ 250,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Zaika point,"Pizzas, Chinese","Dilshad Gardens, Dilshad Gardens",--,Too Few Ratings,₹ 250,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Kwality Chaap Corner,"Opens next at 4 pm, todayChinese, Snacks","South Campus, South Moti Bagh",--,Too Few Ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Stoned Burgers,"Opens next at 11 am, tomorrowFast Food, Snacks","South Campus, South Moti Bagh",--,Too Few Ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Cnc,"Opens next at 10 am, tomorrowIndian","Laxmi Nagar, Laxmi Nagar",--,Too Few Ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
RAJASTHANI ICE CREAM & PAW BHAJI,"Ice Cream, Desserts","Laxmi Nagar, Laxmi Nagar",--,Too Few Ratings,₹ 350,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Brothers Momos Chinese Point,Chinese,"ANGAT NAGAR MAIN MARKET, Laxmi Nagar",--,Too Few Ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Foodie Raja,"Opens next at 2 pm, todayIndian, Fast Food","Geeta Colony, Geeta Colony",--,Too Few Ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
KING PIZZA OF ITALIAN,"Fast Food, Indian","Laxmi Nagar, Geeta Colony",--,Too Few Ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
MAHAK VADA PAV,"Street Food, Snacks","Laxmi Nagar, Laxmi Nagar",--,Too Few Ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
The Chai Story,"Opens next at 10 am, tomorrowBeverages","Sarojni Nagar, Sarojini Nagar",--,Too Few Ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
JACK IN THE BOX,"Street Food, Snacks","Laxmi Nagar, Laxmi Nagar",--,Too Few Ratings,₹ 250,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Ziu - An Asian Kitchen,"Asian, Chinese","R K Puram, Sangam Courtyard, RK Puram",--,Too Few Ratings,₹ 1000,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Pizza RP,"Pizzas, American","Laxmi Nagar, Shakarpur Khas",--,Too Few Ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Jyoti Chaat Corner,Chaat,"Laxmi Nagar, Laxmi Nagar",--,Too Few Ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Winzo Foods,"North Indian, Snacks","South Campus, South Moti Bagh",--,Too Few Ratings,₹ 250,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
THE PEPPER TALES,"Opens next at 11 am, tomorrowNorth Indian","Najafgarh, Najafgarh",--,Too Few Ratings,₹ 350,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
