name,cuisine,location,rating,num_of_rating,price_for_two,url
Defence Bakery,"Bakery, Desserts","Defence Colony, Defence Colony",4.2,100+ ratings,₹ 500,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Cocoberry,Desserts,"South Extension, South Extension",4.2,50+ ratings,₹ 350,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Matka Cha Do Rusk by Cha Pata Tea,Fast Food,"Laxmi Nagar, Laxmi Nagar",4.2,20+ ratings,₹ 150,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
SRI BALAJI ANNA DOSA,"South Indian, Indian","Lajpat Nagar, Lajpat Nagar",4.2,50+ ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Rollz Karvaan,"Snacks, Fast Food","Malviya Nagar, PREET VIHAR",4.2,50+ ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
The Brooklyn Creamery - Healthy Ice Cream,"Desserts, Ice Cream","Laxmi Nagar, Shakarpur Khas",4.2,50+ ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Urban Chinese Hub,"Opens next at 3:30 pm, todaySnacks","Laxmi Nagar, Shakarpur Khas",4.1,20+ ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
PRIYANSHI SOUTH INDIAN FAST FOODPOINT,"South Indian, North Indian","Laxmi Nagar, Laxmi Nagar",4.2,100+ ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
MOMO MASTER,"Opens next at 11:30 am, tomorrowChinese","Laxmi Nagar, Laxmi Nagar",4.3,20+ ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Mad Over Donuts,"Desserts, Sweets","Near Metro Station, Laxmi Nagar",4.2,100+ ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Chidambaram's New Madras Hotel,"South Indian, Chinese","Lodhi Colony, Lodhi Colony",4.2,500+ ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Shri Ganesh Corner (Laxmi nagar),Snacks,"Laxmi Nagar, Shakarpur Khas",4.2,100+ ratings,₹ 100,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Amour Bistro,Italian,"South Campus, Chanakyapuri",4.2,20+ ratings,₹ 1500,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Jamun ,Indian,"Khan Market, Lodhi Colony",4.2,20+ ratings,₹ 1000,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Fujiya,"Chinese, Japanese","Malcha Marg, Chanakyapuri",4.1,50+ ratings,₹ 1500,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Kamal's Traditional Sweets,"North Indian, Sweets","Sunder Nagar, Lodi Colony",4.2,20+ ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Nufeast,"Healthy Food, Salads","Karol Bagh, Rajinder Nagar",4.2,500+ ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Sly Granny,"European, Italian","KHAN MARKET, Rabindra Nagar",4.3,50+ ratings,₹ 1000,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Anjlika Pastry Shop,"Bakery, Desserts","Karol Bagh, Karol Bagh",4.2,20+ ratings,₹ 350,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Burgrill - The Win Win Burger,"Burgers, Healthy Food","Shankar Road, Rajinder Nagar",4.2,500+ ratings,₹ 250,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Saleem Javed Rule The Rolls,Mughlai,"Khan Market, Khan Market",4.2,50+ ratings,₹ 600,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Flavour Of Southvala Pvt Ltd,"South Indian, Chinese","Padam singh road, Karol Bagh",4.2,500+ ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Grover Mithaivala (Rajinder Nagar),"Bakery, Sweets","Karol Bagh, Karol Bagh",4.2,500+ ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Great Indian Khichdi by EatFit,"Home Food, Indian","Chuna Mandi Paharganj, Gole Market",4.2,100+ ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Annakoot by ISKCON Bangalore,"Sweets, South Indian","Connaught Place, Mandi House",4.2,20+ ratings,₹ 500,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Naivedyam,South Indian,"Connaught Place, Connaught Place",4.2,50+ ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Biryani Blues,"Biryani, Hyderabadi","Scindia House, Connaught Place",4.2,500+ ratings,₹ 400,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Creme N Crisp,"Desserts, Bakery","Gole Market, Gole Market",4.2,100+ ratings,₹ 400,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Momos House,"Chinese, Thai","Gautam Nagar, Gautam Nagar",4.1,100+ ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Vermaji Parathe Wale,North Indian,"GAUTAM NAGAR, Yusuf Sarai",4.1,100+ ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Chinese Daily,"Pan-Asian, Chinese","Kirti Nagar, Kirti Nagar Industrial Area, Kirti Nagar",4.1,100+ ratings,₹ 400,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
OLD AL LAZEEZ,"Indian, Biryani","Lajpat Nagar, Lajpat Nagar",4.1,100+ ratings,₹ 400,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Tikka Fatory,"Chinese, Snacks","Laxmi Nagar, Laxmi Nagar",4.1,100+ ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Super Snacks ,"North Indian, Chinese","Laxmi Nagar, Ghondi Chowk",4.1,1K+ ratings,₹ 250,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
XERO DEGREES,Beverages,"South Campus, South Moti Bagh",4.1,20+ ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Rajshree Restaurant,"Opens next at 12:15 pm, tomorrowIndian","Laxmi Nagar, Geeta Colony",4.1,20+ ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
The Village cafe,"South Indian, Indian","Chander Nagar, Krishna Nagar",4.0,100+ ratings,₹ 400,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
TukTuk - Asian on Wheels,"Chinese, Asian","South Extension, South Extension Ii",4.2,50+ ratings,₹ 700,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Fitchef,"Healthy Food, Salads","mangal bazaar, updated",4.1,100+ ratings,₹ 400,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Beliram Degchiwala (Lajpat Nagar),"Mughlai, North Indian","Lajpat Nagar 2, Lajpat Nagar",4.0,50+ ratings,₹ 700,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Cafeteria & Co.,"Italian, American","South Campus, South Moti Bagh",4.0,50+ ratings,₹ 900,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Roll is Roll,North Indian,"Nehru Nagar, Lajpat Nagar",4.1,20+ ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Padam Chinese Corner,Chinese,"lajpat nagar, Lajpat Nagar",4.1,1K+ ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Gupta Ji Kachori Wale,"Indian, Snacks","Lajpat Nagar, Lajpat Nagar",4.1,50+ ratings,₹ 150,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Burger House,Indian,"laxmi nagar, Vinod Nagar North",3.9,20+ ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Wicked Waffles,"Opens next at 1:33 pm, todayDesserts, Beverages","Preet Vihar, Preet Vihar",4.1,50+ ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Gupta's Restaurant,North Indian,"South Extension 2, South Extension Ii",4.1,100+ ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Pizza? Yes Please!,"Opens next at 1:10 pm, todayPizzas, Italian","Lajpat Nagar, Lajpat Nagar",4.1,50+ ratings,₹ 500,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Pasta Unplugged,"Opens next at 1:10 pm, todayPastas, Italian","Lajpat Nagar, Lajpat Nagar",4.1,100+ ratings,₹ 500,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Chinese Hawker,"Pan-Asian, Chinese","Mayur Vihar, Patparganj",4.1,500+ ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Arabian Delites,"Arabian, Lebanese","Defence Colony, Defence Colony",4.1,50+ ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
BOX8 - Desi Meals,"North Indian, Biryani","Laxmi Nagar, Laxmi Nagar",4.0,50+ ratings,₹ 250,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Qureshi's Kabab Corner,"Indian, Mughlai","Defence Colony, Lajpat Nagar",4.1,50+ ratings,₹ 500,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
NYC.PIE ,"Pizzas, Italian","New Lajpat Nagar, Lajpat Nagar",4.1,50+ ratings,₹ 400,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Biryani Hazir ho,"Biryani, North Indian","South Extension, South Extension",4.1,50+ ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Shivani Food House,"Indian, Snacks","Kotla mubarakpur, Kotla mubarakpur",4.1,50+ ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
NAGPAL HAVELI BLD,"Beverages, Salads","Lajpat Nagar, Lajpat Nagar",4.1,20+ ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
7th Heaven,"Bakery, Desserts","Mayur Vihar, Mayur Vihar",4.1,50+ ratings,₹ 250,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Pizza? Yes Please!,"Opens next at 1:10 pm, todayPizzas, Italian","Lajpat Nagar, Lajpat Nagar",4.1,50+ ratings,₹ 500,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Pasta Unplugged,"Opens next at 1:10 pm, todayPastas, Italian","Lajpat Nagar, Lajpat Nagar",4.1,100+ ratings,₹ 500,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Chinese Hawker,"Pan-Asian, Chinese","Mayur Vihar, Patparganj",4.1,500+ ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Arabian Delites,"Arabian, Lebanese","Defence Colony, Defence Colony",4.1,50+ ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
BOX8 - Desi Meals,"North Indian, Biryani","Laxmi Nagar, Laxmi Nagar",4.0,50+ ratings,₹ 250,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Qureshi's Kabab Corner,"Indian, Mughlai","Defence Colony, Lajpat Nagar",4.1,50+ ratings,₹ 500,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
NYC.PIE ,"Pizzas, Italian","New Lajpat Nagar, Lajpat Nagar",4.1,50+ ratings,₹ 400,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Biryani Hazir ho,"Biryani, North Indian","South Extension, South Extension",4.1,50+ ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Shivani Food House,"Indian, Snacks","Kotla mubarakpur, Kotla mubarakpur",4.1,50+ ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
NAGPAL HAVELI BLD,"Beverages, Salads","Lajpat Nagar, Lajpat Nagar",4.1,20+ ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
7th Heaven,"Bakery, Desserts","Mayur Vihar, Mayur Vihar",4.1,50+ ratings,₹ 250,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
The Belgian Waffle Co.,"Desserts, Beverages","Laxmi Nagar, Laxmi Nagar",4.1,100+ ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
49 Rolls,"Opens next at 1:30 pm, todayChinese, Snacks","Ganesh Nagar 2 Extn., Shakarpur, Mayur Vihar",4.0,50+ ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Sweet Truth - Cake and Desserts,"Ice Cream, Bakery","Kotla Mubarak Pur, South Extension I",4.1,50+ ratings,₹ 450,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
28 Capri Italy,Italian,"Lajpat Nagar, Defence Colony",4.1,50+ ratings,₹ 1000,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Amici Cafe,Italian,"South Extension, Defence Colony",4.1,20+ ratings,₹ 1500,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Love & Cheesecake,"Desserts, Bakery","South Extension, Defence Colony",4.1,20+ ratings,₹ 900,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Maddi sweet center,Sweets,"Hauz Khas, south extenison",4.1,50+ ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Urban Vada Pav,Snacks,"Laxmi Nagar, Shakarpur Khas",4.1,100+ ratings,₹ 150,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
LunchBox - Meals and Thalis,"North Indian, Punjabi","Rajdner Place, Rajendra Place",4.1,100+ ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Qd's,"North Indian, Chinese","Karol Bagh, Krishna Nagar, Karol Bagh",4.1,1K+ ratings,₹ 350,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
South Indian Cafe,"South Indian, Chinese","Rajinder Nagar, New Rajinder Nagar",4.1,100+ ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
SodaBottleOpenerWala,"Parsi, Biryani","Khan Market Metro Station, Rabindra Nagar",4.1,20+ ratings,₹ 600,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Punjab Sweet Corner,"North Indian, Snacks","Karol Bagh, Karol Bagh",4.1,100+ ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Standard Burfee,"Sweets, Snacks","KAROL BAGH, Karol Bagh",4.2,100+ ratings,₹ 250,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Roshan Di Kulfi,"Street Food, Desserts","Karol Bagh, Beadonpura, Karol Bagh",4.1,500+ ratings,₹ 250,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Bikanervala Chandni Chowk,"Street Food, Sweets","Old Delhi, Old Delhi",4.1,100+ ratings,₹ 400,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Havemore Restaurant ,Indian,"Khan Market, India Gate",4.1,50+ ratings,₹ 1000,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Nathu's PastryShop,"Bakery, Desserts","Bengali Market, Mandi House",4.1,100+ ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Bangla sweet n spice,Indian,"Connaught Place, Gole Market",4.1,20+ ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Maalgaadi by Dhaba Estd 1986 Delhi,"North Indian, Indian","Connaught Place, Connaught Place",4.1,500+ ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Cafe Delhi Heights,"Indian, Chinese","cannaught place, Connaught Place",4.1,50+ ratings,₹ 800,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Bangla Foods,"North Indian, Chinese","Gole Market, Gole Market",4.1,1K+ ratings,₹ 250,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Nizam's Kathi Kabab,"Mughlai, Kebabs","Connaught Place, Connaught Place",4.1,100+ ratings,₹ 500,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Domino's Pizza,Pizzas,"Connaught Circle, Connaught Place",4.1,100+ ratings,₹ 400,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Nando's,"Portuguese, African","Opp Rajiv Chowk Metro Station, Connaught Place",4.1,100+ ratings,₹ 450,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Pind Balluchi (CP),"Mughlai, North Indian","Hanuman Road Area, Connaught Place",4.1,100+ ratings,₹ 400,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
MBA CHAI WALA,Beverages,"Lajpat Nagar, Lajpat Nagar",4.0,20+ ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
SINDHI PAKODE,"North Indian, Snacks","Lajpat Nagar, Lajpat Nagar",4.0,50+ ratings,₹ 100,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Super Snacks( Krishna Nagar),"North Indian, South Indian","krishna nagar, Krishna Nagar",3.9,1K+ ratings,₹ 250,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Bread Boxx,"Healthy Food, Beverages","Safdarjung Enclave, Safdarjung Enclave",3.9,50+ ratings,₹ 250,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
High On Burgers,"American, Pizzas","Satyaniketan, Moti Bagh",4.0,100+ ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
China Bowl,"Chinese, Thai","South Campus, Moti Bagh",4.0,100+ ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Kerala To Delhi Food Corner,"North Indian, South Indian","South Extension, South Extension",4.0,100+ ratings,₹ 250,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Brown Sugar,"Fast Food, Chinese","South Ex, South Extension Ii",4.0,100+ ratings,₹ 600,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Vip RDX Resto & Bar,North Indian,"Hauz Khas, Safdarjung Enclave",4.1,100+ ratings,₹ 350,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Kolkata Kathi Roll,"North Indian, Snacks","Nehru Nagar, Nehru Nagar,Lajpat Nagar",4.0,100+ ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Oven Story Pizza,"Pizzas, Italian","Lajpat Nagar, Lajpat Nagar",3.9,100+ ratings,₹ 400,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
PASRICHA'S DOSA JUNCTION,"South Indian, Fast Food","INA Market, Ina Colony",4.0,100+ ratings,₹ 250,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Vir Ji Malai Chaap Wale,"North Indian, Chinese","Greater Kailash 2, Lajpat Nagar",4.0,20+ ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
IMLY,"South Indian, North Indian","Preet Vihar, Preet Vihar",4.0,20+ ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
WoW Sandwiches,"Italian, Beverages","Defence colony, South Extension I",4.0,100+ ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
MBA in Khichdi,"North Indian, Healthy Food","South Extension, South Extension",4.0,20+ ratings,₹ 250,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Artinci - Indulge Guilt Free!,"Ice Cream, Beverages","South Extension, Defence Colony",4.0,20+ ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Punikar Vadapav Centre,"Street Food, Maharashtrian","PANDAV NAGAR, Mayur Vihar",4.0,100+ ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
The Almighty Biryani,"Biryani, North Indian","South Extension, South Extension",4.0,20+ ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
No. 1 Uncles Parantha,"North Indian, Snacks","South Ex 1, South Extension I",4.0,100+ ratings,₹ 150,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Jhakkas Bombay Pav Bhaji,"Street Food, Snacks","Lajpat Nagar, Lajpat Nagar",4.0,1K+ ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Dial A Cake,"Desserts, Bakery","Pandav Nagar, Vinod Nagar North",4.0,500+ ratings,₹ 250,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Kutty's South Indian Cafe,South Indian,"Preet Vihar, Swasthya Vihar",4.0,100+ ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Aggarwal Sweet India,"Sweets, Snacks","Pandav Nagar, Patparganj",4.0,100+ ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Tandoori Manzil,"Mughlai, North Indian","Ganesh Nagar, Mayur Vihar",4.0,100+ ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Red Chilli Chinese,Chinese,"west guru angad nagar, Laxmi Nagar",4.0,100+ ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Murthal No.1 Parantha,"North Indian, Street Food","Malviya Nagar, Mayur Vihar",4.0,500+ ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Parantha Express,"North Indian, Snacks","Malviya Nagar, Mayur Vihar",4.0,100+ ratings,₹ 150,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
South Indian Anna Madras Cafe,South Indian,"NEAR MOTHER DAIRY, Patparganj",4.0,500+ ratings,₹ 150,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
China Hut,Chinese,"Jangpura, Jungpura Extension",4.0,50+ ratings,₹ 250,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
The Biryani Life,"Biryani, Hyderabadi","Near Metro Station, Shakarpur Khas",4.0,100+ ratings,₹ 250,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
"Kebabi Karvaan - Kebabs, Curries & Biryanis","Kebabs, Mughlai","PREET VIHAR, East , Delhi, Laxmi Nagar",4.0,50+ ratings,₹ 400,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
The Yellow Bowl,"Opens next at 1:30 pm, todayChinese, Fast Food","SHAKARPUR, Shakarpur Khas",4.0,100+ ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Elma's Brasserie,"Bakery, Desserts","Lodhi Colony, Meharchand Market, Lodhi Colony",4.0,50+ ratings,₹ 1100,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Karim's (Dastar khwan e Karim),"Mughlai, Indian","Nizamuddin, Nizamuddin West",4.0,20+ ratings,₹ 700,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Faasos - Wraps & Rolls,"Fast Food, Snacks","Rajdner Place, Rajendra Place",4.0,500+ ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Art of Spices,"North Indian, Fast Food","Pusa Road, North Extension Area, Rajinder Nagar",4.0,500+ ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
M Gopinath,South Indian,"Karol Bagh, Old Rajinder Nagar, Rajinder Nagar",4.0,100+ ratings,₹ 250,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Kashmir Sweet Shop,"North Indian, Tandoor","paharganj, Paharganj",4.0,100+ ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Shree Guru Vashishth,"Pizzas, North Indian","Karol Bagh, Karol Bagh",4.0,100+ ratings,₹ 229,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Home Plate by EatFit,"North Indian, Home Food","Chuna Mandi Paharganj, Gole Market",4.0,100+ ratings,₹ 160,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
GetAWhey - Healthy Ice creams.,"Ice Cream, Healthy Food","Connaught Place, Connaught Place",4.0,20+ ratings,₹ 250,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Chawla De Mashoor Chur Chur Nan,North Indian,"Paharganj, Karol Bagh",4.0,50+ ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Maa Bhagwati,North Indian,"Paharganj, Paharganj",4.0,50+ ratings,₹ 500,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Costa Grillz,"Opens next at 2 pm, todayChinese, Fast Food","Old Delhi, Chandni Chowk",4.0,20+ ratings,₹ 400,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Ministry Of Cakes,Bakery,"Karol Bagh,MULTANI DHANDA,PAHAR GANJ, Paharganj",4.0,50+ ratings,₹ 300,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Bhimsain's Bengali Sweet House,"Street Food, North Indian","Bengali Market, Mandi House",4.0,100+ ratings,₹ 400,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Biryani Badshah,"Biryani, Mughlai","Baba Kharak Singh Rd, Connaught Place",4.0,500+ ratings,₹ 350,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Masala E Handi (Since 1995),"North Indian, Chinese","Connaught Place, Cannaught Place",4.0,100+ ratings,₹ 200,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Cha Bar,Cafe,"CP, Connaught Place",4.0,20+ ratings,₹ 500,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
It's Just Wings,"American, Fast Food","Connaught place, Connaught Place",4.0,20+ ratings,₹ 400,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Bagundi Andhra Kitchen,Indian,"CP, Connaught Place",4.0,500+ ratings,₹ 800,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
Pink box,"Bakery, Desserts","Outer Circle, Connaught Place",4.0,100+ ratings,₹ 150,https://swiggy.com/restaurants/dd-food-house-laxmi-nagar-delhi-444328
